,airplane,breathing,brushing_teeth,can_opening,car_horn,cat,chainsaw,chirping_birds,church_bells,clapping,clock_alarm,clock_tick,coughing,cow,crackling_fire,crickets,crow,crying_baby,dog,door_wood_creaks,door_wood_knock,drinking_sipping,engine,fireworks,footsteps,frog,glass_breaking,hand_saw,helicopter,hen,insects,keyboard_typing,laughing,mouse_click,pig,pouring_water,rain,rooster,sea_waves,sheep,siren,sneezing,snoring,thunderstorm,toilet_flush,train,vacuum_cleaner,washing_machine,water_drops,wind
epoch_6,"{'precision': 0.11764705882352941, 'recall': 0.25, 'f1': 0.15999999999999998, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666, 'count': 8}","{'precision': 1.0, 'recall': 0.125, 'f1': 0.2222222222222222, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.8333333333333334, 'recall': 0.625, 'f1': 0.7142857142857143, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.5, 'f1': 0.5714285714285715, 'count': 8}","{'precision': 0.25, 'recall': 0.125, 'f1': 0.16666666666666666, 'count': 8}","{'precision': 0.5384615384615384, 'recall': 0.875, 'f1': 0.6666666666666667, 'count': 8}","{'precision': 0.125, 'recall': 0.125, 'f1': 0.125, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.5454545454545454, 'recall': 0.75, 'f1': 0.631578947368421, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.375, 'f1': 0.35294117647058826, 'count': 8}","{'precision': 0.3076923076923077, 'recall': 0.5, 'f1': 0.380952380952381, 'count': 8}","{'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 0.25, 'recall': 0.625, 'f1': 0.35714285714285715, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.625, 'f1': 0.5555555555555556, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 0.5, 'recall': 0.625, 'f1': 0.5555555555555556, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 1.0, 'recall': 0.375, 'f1': 0.5454545454545454, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.4444444444444444, 'recall': 0.5, 'f1': 0.47058823529411764, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.7142857142857143, 'recall': 0.625, 'f1': 0.6666666666666666, 'count': 8}","{'precision': 1.0, 'recall': 0.25, 'f1': 0.4, 'count': 8}","{'precision': 0.7272727272727273, 'recall': 1.0, 'f1': 0.8421052631578948, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.8571428571428571, 'recall': 0.75, 'f1': 0.7999999999999999, 'count': 8}","{'precision': 0.23809523809523808, 'recall': 0.625, 'f1': 0.3448275862068965, 'count': 8}","{'precision': 0.3125, 'recall': 0.625, 'f1': 0.4166666666666667, 'count': 8}","{'precision': 0.5, 'recall': 0.5, 'f1': 0.5, 'count': 8}","{'precision': 0.35, 'recall': 0.875, 'f1': 0.4999999999999999, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.25, 'recall': 0.25, 'f1': 0.25, 'count': 8}","{'precision': 0.12, 'recall': 0.75, 'f1': 0.20689655172413793, 'count': 8}","{'precision': 0.21052631578947367, 'recall': 0.5, 'f1': 0.2962962962962963, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}"
epoch_7,"{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 0.2, 'recall': 0.125, 'f1': 0.15384615384615385, 'count': 8}","{'precision': 0.625, 'recall': 0.625, 'f1': 0.625, 'count': 8}","{'precision': 0.4, 'recall': 0.5, 'f1': 0.4444444444444445, 'count': 8}","{'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571, 'count': 8}","{'precision': 1.0, 'recall': 0.25, 'f1': 0.4, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5555555555555556, 'recall': 0.625, 'f1': 0.5882352941176471, 'count': 8}","{'precision': 0.7142857142857143, 'recall': 0.625, 'f1': 0.6666666666666666, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.5, 'recall': 0.875, 'f1': 0.6363636363636364, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.5384615384615384, 'recall': 0.875, 'f1': 0.6666666666666667, 'count': 8}","{'precision': 0.4444444444444444, 'recall': 0.5, 'f1': 0.47058823529411764, 'count': 8}","{'precision': 0.4444444444444444, 'recall': 0.5, 'f1': 0.47058823529411764, 'count': 8}","{'precision': 1.0, 'recall': 0.875, 'f1': 0.9333333333333333, 'count': 8}","{'precision': 0.4, 'recall': 0.5, 'f1': 0.4444444444444445, 'count': 8}","{'precision': 0.23076923076923078, 'recall': 0.75, 'f1': 0.3529411764705882, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.45454545454545453, 'recall': 0.625, 'f1': 0.5263157894736842, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.1, 'recall': 0.125, 'f1': 0.11111111111111112, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.25, 'recall': 0.125, 'f1': 0.16666666666666666, 'count': 8}","{'precision': 1.0, 'recall': 0.25, 'f1': 0.4, 'count': 8}","{'precision': 0.5, 'recall': 0.5, 'f1': 0.5, 'count': 8}","{'precision': 0.8571428571428571, 'recall': 0.75, 'f1': 0.7999999999999999, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.6, 'recall': 0.375, 'f1': 0.4615384615384615, 'count': 8}","{'precision': 0.2857142857142857, 'recall': 0.5, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.45454545454545453, 'recall': 0.625, 'f1': 0.5263157894736842, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5833333333333334, 'recall': 0.875, 'f1': 0.7000000000000001, 'count': 8}","{'precision': 0.26666666666666666, 'recall': 0.5, 'f1': 0.3478260869565218, 'count': 8}","{'precision': 0.8888888888888888, 'recall': 1.0, 'f1': 0.9411764705882353, 'count': 8}","{'precision': 0.1, 'recall': 0.125, 'f1': 0.11111111111111112, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.36363636363636365, 'recall': 0.5, 'f1': 0.4210526315789474, 'count': 8}","{'precision': 0.35714285714285715, 'recall': 0.625, 'f1': 0.45454545454545453, 'count': 8}","{'precision': 0.625, 'recall': 0.625, 'f1': 0.625, 'count': 8}","{'precision': 0.36363636363636365, 'recall': 1.0, 'f1': 0.5333333333333333, 'count': 8}","{'precision': 0.5555555555555556, 'recall': 0.625, 'f1': 0.5882352941176471, 'count': 8}","{'precision': 0.2727272727272727, 'recall': 0.375, 'f1': 0.3157894736842105, 'count': 8}","{'precision': 0.16666666666666666, 'recall': 0.5, 'f1': 0.25, 'count': 8}","{'precision': 0.75, 'recall': 0.375, 'f1': 0.5, 'count': 8}","{'precision': 0.2, 'recall': 0.125, 'f1': 0.15384615384615385, 'count': 8}","{'precision': 0.36363636363636365, 'recall': 0.5, 'f1': 0.4210526315789474, 'count': 8}"
epoch_8,"{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.25, 'recall': 0.25, 'f1': 0.25, 'count': 8}","{'precision': 0.2, 'recall': 0.125, 'f1': 0.15384615384615385, 'count': 8}","{'precision': 0.42857142857142855, 'recall': 0.375, 'f1': 0.39999999999999997, 'count': 8}","{'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.5384615384615384, 'recall': 0.875, 'f1': 0.6666666666666667, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.5, 'f1': 0.5714285714285715, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.125, 'f1': 0.18181818181818182, 'count': 8}","{'precision': 0.7, 'recall': 0.875, 'f1': 0.7777777777777777, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.25, 'f1': 0.28571428571428575, 'count': 8}","{'precision': 0.42857142857142855, 'recall': 0.375, 'f1': 0.39999999999999997, 'count': 8}","{'precision': 0.625, 'recall': 0.625, 'f1': 0.625, 'count': 8}","{'precision': 0.35294117647058826, 'recall': 0.75, 'f1': 0.48, 'count': 8}","{'precision': 0.75, 'recall': 0.375, 'f1': 0.5, 'count': 8}","{'precision': 0.875, 'recall': 0.875, 'f1': 0.875, 'count': 8}","{'precision': 0.3125, 'recall': 0.625, 'f1': 0.4166666666666667, 'count': 8}","{'precision': 0.4, 'recall': 0.75, 'f1': 0.5217391304347827, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.75, 'f1': 0.6, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.25, 'recall': 0.125, 'f1': 0.16666666666666666, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 0.5, 'recall': 0.625, 'f1': 0.5555555555555556, 'count': 8}","{'precision': 0.7142857142857143, 'recall': 0.625, 'f1': 0.6666666666666666, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.5, 'recall': 0.375, 'f1': 0.42857142857142855, 'count': 8}","{'precision': 0.2, 'recall': 0.375, 'f1': 0.26086956521739135, 'count': 8}","{'precision': 0.25, 'recall': 0.125, 'f1': 0.16666666666666666, 'count': 8}","{'precision': 0.625, 'recall': 0.625, 'f1': 0.625, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.30434782608695654, 'recall': 0.875, 'f1': 0.4516129032258065, 'count': 8}","{'precision': 0.36363636363636365, 'recall': 0.5, 'f1': 0.4210526315789474, 'count': 8}","{'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'count': 8}","{'precision': 0.26666666666666666, 'recall': 0.5, 'f1': 0.3478260869565218, 'count': 8}","{'precision': 1.0, 'recall': 0.25, 'f1': 0.4, 'count': 8}","{'precision': 0.6, 'recall': 0.375, 'f1': 0.4615384615384615, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 0.42105263157894735, 'recall': 1.0, 'f1': 0.5925925925925926, 'count': 8}","{'precision': 0.5, 'recall': 0.875, 'f1': 0.6363636363636364, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.5, 'f1': 0.5714285714285715, 'count': 8}","{'precision': 0.16666666666666666, 'recall': 0.125, 'f1': 0.14285714285714288, 'count': 8}","{'precision': 0.16666666666666666, 'recall': 0.25, 'f1': 0.2, 'count': 8}","{'precision': 1.0, 'recall': 0.25, 'f1': 0.4, 'count': 8}","{'precision': 0.25, 'recall': 0.125, 'f1': 0.16666666666666666, 'count': 8}","{'precision': 0.24, 'recall': 0.75, 'f1': 0.36363636363636365, 'count': 8}"
epoch_9,"{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.25, 'f1': 0.28571428571428575, 'count': 8}","{'precision': 0.4, 'recall': 0.25, 'f1': 0.3076923076923077, 'count': 8}","{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 0.8571428571428571, 'recall': 0.75, 'f1': 0.7999999999999999, 'count': 8}","{'precision': 0.8, 'recall': 0.5, 'f1': 0.6153846153846154, 'count': 8}","{'precision': 0.5, 'recall': 0.75, 'f1': 0.6, 'count': 8}","{'precision': 0.8333333333333334, 'recall': 0.625, 'f1': 0.7142857142857143, 'count': 8}","{'precision': 0.5454545454545454, 'recall': 0.75, 'f1': 0.631578947368421, 'count': 8}","{'precision': 0.14285714285714285, 'recall': 0.125, 'f1': 0.13333333333333333, 'count': 8}","{'precision': 0.5833333333333334, 'recall': 0.875, 'f1': 0.7000000000000001, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.25, 'f1': 0.28571428571428575, 'count': 8}","{'precision': 0.5555555555555556, 'recall': 0.625, 'f1': 0.5882352941176471, 'count': 8}","{'precision': 0.5, 'recall': 0.875, 'f1': 0.6363636363636364, 'count': 8}","{'precision': 0.5, 'recall': 0.625, 'f1': 0.5555555555555556, 'count': 8}","{'precision': 0.3125, 'recall': 0.625, 'f1': 0.4166666666666667, 'count': 8}","{'precision': 0.7777777777777778, 'recall': 0.875, 'f1': 0.823529411764706, 'count': 8}","{'precision': 0.8, 'recall': 0.5, 'f1': 0.6153846153846154, 'count': 8}","{'precision': 0.4, 'recall': 0.5, 'f1': 0.4444444444444445, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.625, 'f1': 0.5555555555555556, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.25, 'recall': 0.25, 'f1': 0.25, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5714285714285714, 'recall': 0.5, 'f1': 0.5333333333333333, 'count': 8}","{'precision': 0.38461538461538464, 'recall': 0.625, 'f1': 0.4761904761904762, 'count': 8}","{'precision': 0.625, 'recall': 0.625, 'f1': 0.625, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 0.5, 'recall': 0.375, 'f1': 0.42857142857142855, 'count': 8}","{'precision': 0.38461538461538464, 'recall': 0.625, 'f1': 0.4761904761904762, 'count': 8}","{'precision': 0.42857142857142855, 'recall': 0.375, 'f1': 0.39999999999999997, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.5, 'f1': 0.5714285714285715, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.7, 'recall': 0.875, 'f1': 0.7777777777777777, 'count': 8}","{'precision': 0.38461538461538464, 'recall': 0.625, 'f1': 0.4761904761904762, 'count': 8}","{'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'count': 8}","{'precision': 0.2857142857142857, 'recall': 0.25, 'f1': 0.26666666666666666, 'count': 8}","{'precision': 0.8333333333333334, 'recall': 0.625, 'f1': 0.7142857142857143, 'count': 8}","{'precision': 0.5714285714285714, 'recall': 0.5, 'f1': 0.5333333333333333, 'count': 8}","{'precision': 0.45454545454545453, 'recall': 0.625, 'f1': 0.5263157894736842, 'count': 8}","{'precision': 0.46153846153846156, 'recall': 0.75, 'f1': 0.5714285714285714, 'count': 8}","{'precision': 0.4375, 'recall': 0.875, 'f1': 0.5833333333333334, 'count': 8}","{'precision': 0.5555555555555556, 'recall': 0.625, 'f1': 0.5882352941176471, 'count': 8}","{'precision': 0.2, 'recall': 0.375, 'f1': 0.26086956521739135, 'count': 8}","{'precision': 0.14285714285714285, 'recall': 0.25, 'f1': 0.18181818181818182, 'count': 8}","{'precision': 0.42857142857142855, 'recall': 0.375, 'f1': 0.39999999999999997, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5, 'recall': 0.375, 'f1': 0.42857142857142855, 'count': 8}"
epoch_10,"{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.125, 'recall': 0.125, 'f1': 0.125, 'count': 8}","{'precision': 0.5555555555555556, 'recall': 0.625, 'f1': 0.5882352941176471, 'count': 8}","{'precision': 0.75, 'recall': 0.375, 'f1': 0.5, 'count': 8}","{'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571, 'count': 8}","{'precision': 0.75, 'recall': 0.375, 'f1': 0.5, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.5, 'f1': 0.5714285714285715, 'count': 8}","{'precision': 0.5714285714285714, 'recall': 0.5, 'f1': 0.5333333333333333, 'count': 8}","{'precision': 0.8, 'recall': 0.5, 'f1': 0.6153846153846154, 'count': 8}","{'precision': 0.25, 'recall': 0.125, 'f1': 0.16666666666666666, 'count': 8}","{'precision': 0.7777777777777778, 'recall': 0.875, 'f1': 0.823529411764706, 'count': 8}","{'precision': 0.5, 'recall': 0.375, 'f1': 0.42857142857142855, 'count': 8}","{'precision': 0.5, 'recall': 0.625, 'f1': 0.5555555555555556, 'count': 8}","{'precision': 0.5, 'recall': 0.875, 'f1': 0.6363636363636364, 'count': 8}","{'precision': 0.3157894736842105, 'recall': 0.75, 'f1': 0.44444444444444436, 'count': 8}","{'precision': 0.5, 'recall': 0.375, 'f1': 0.42857142857142855, 'count': 8}","{'precision': 0.8888888888888888, 'recall': 1.0, 'f1': 0.9411764705882353, 'count': 8}","{'precision': 0.625, 'recall': 0.625, 'f1': 0.625, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5454545454545454, 'recall': 0.75, 'f1': 0.631578947368421, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.18181818181818182, 'recall': 0.25, 'f1': 0.2105263157894737, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.4, 'recall': 0.25, 'f1': 0.3076923076923077, 'count': 8}","{'precision': 0.5714285714285714, 'recall': 0.5, 'f1': 0.5333333333333333, 'count': 8}","{'precision': 0.38461538461538464, 'recall': 0.625, 'f1': 0.4761904761904762, 'count': 8}","{'precision': 0.7272727272727273, 'recall': 1.0, 'f1': 0.8421052631578948, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.5555555555555556, 'recall': 0.625, 'f1': 0.5882352941176471, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.375, 'f1': 0.35294117647058826, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.25, 'f1': 0.28571428571428575, 'count': 8}","{'precision': 0.3333333333333333, 'recall': 0.125, 'f1': 0.18181818181818182, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 8}","{'precision': 0.7777777777777778, 'recall': 0.875, 'f1': 0.823529411764706, 'count': 8}","{'precision': 0.35714285714285715, 'recall': 0.625, 'f1': 0.45454545454545453, 'count': 8}","{'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'count': 8}","{'precision': 0.5, 'recall': 0.25, 'f1': 0.3333333333333333, 'count': 8}","{'precision': 0.6666666666666666, 'recall': 0.25, 'f1': 0.36363636363636365, 'count': 8}","{'precision': 0.6, 'recall': 0.75, 'f1': 0.6666666666666665, 'count': 8}","{'precision': 0.4166666666666667, 'recall': 0.625, 'f1': 0.5, 'count': 8}","{'precision': 0.5833333333333334, 'recall': 0.875, 'f1': 0.7000000000000001, 'count': 8}","{'precision': 0.38095238095238093, 'recall': 1.0, 'f1': 0.5517241379310345, 'count': 8}","{'precision': 0.5, 'recall': 0.75, 'f1': 0.6, 'count': 8}","{'precision': 0.4, 'recall': 0.25, 'f1': 0.3076923076923077, 'count': 8}","{'precision': 0.13636363636363635, 'recall': 0.375, 'f1': 0.19999999999999998, 'count': 8}","{'precision': 0.8, 'recall': 0.5, 'f1': 0.6153846153846154, 'count': 8}","{'precision': 0.5, 'recall': 0.125, 'f1': 0.2, 'count': 8}","{'precision': 0.5714285714285714, 'recall': 0.5, 'f1': 0.5333333333333333, 'count': 8}"
